Date,Region,Channel,Sales,Leads,Conversions,Revenue
2024-02-06,North,Ads,3581,168,47,1048.31
2024-02-06,North,Social Media,1422,85,42,667.58
2024-02-06,North,Referral,3047,183,23,436.27
2024-02-06,South,Email,813,73,13,159.01
2024-02-06,South,Ads,1537,140,35,424.01
2024-02-06,South,Social Media,3134,163,32,567.42
2024-02-06,South,Referral,4395,120,5,174.73
2024-02-06,East,Email,1543,157,25,217.91
2024-02-06,East,Ads,2328,73,41,1139.29
2024-02-06,East,Social Media,2585,193,5,58.43
2024-02-06,East,Referral,2820,138,8,162.23
2024-02-06,West,Email,4086,99,5,169.45
2024-02-06,West,Ads,3083,181,31,592.44
2024-02-06,West,Social Media,3759,79,20,950.98
2024-02-06,West,Referral,1163,128,13,131.58
2024-02-07,North,Email,3474,119,20,569.9
2024-02-07,North,Ads,4778,132,34,1028.17
2024-02-07,North,Social Media,2151,132,29,517.11
2024-02-07,North,Referral,1519,137,46,443.42
2024-02-07,South,Email,4793,23,21,4876.25
2024-02-07,South,Ads,2510,162,7,129.76
2024-02-07,South,Social Media,2671,94,40,1169.27
2024-02-07,South,Referral,3971,88,11,463.52
2024-02-07,East,Email,4196,113,46,1843.16
2024-02-07,East,Ads,2400,70,20,619.69
2024-02-07,East,Social Media,2503,68,22,796.25
2024-02-07,East,Referral,2903,89,27,732.94
2024-02-07,West,Email,3478,148,25,641.43
2024-02-07,West,Ads,2361,60,47,1930.99
2024-02-07,West,Social Media,4783,76,32,2354.34
2024-02-07,West,Referral,1931,127,43,596.84
2024-02-08,North,Email,1743,154,36,370.88
2024-02-08,North,Ads,769,139,11,55.3
2024-02-08,North,Social Media,3753,125,26,867.03
2024-02-08,North,Referral,1340,64,37,630.17
2024-02-08,South,Email,3143,101,44,1171.65
2024-02-08,South,Ads,1189,180,28,173.66
2024-02-08,South,Social Media,1922,179,12,152.73
2024-02-08,South,Referral,4226,195,8,165.98
2024-02-08,East,Email,4237,139,15,499.45
2024-02-08,East,Ads,2861,40,19,1165.98
2024-02-08,East,Social Media,4170,184,25,529.92
2024-02-08,East,Referral,870,108,22,184.92
2024-02-08,West,Email,924,180,5,24.82
2024-02-08,West,Ads,1097,52,18,452.72
2024-02-08,West,Social Media,1072,117,29,289.39
2024-02-08,West,Referral,4169,196,18,400.16
2024-02-09,North,Email,2017,117,2,33.49
2024-02-09,North,Ads,4088,21,17,2933.51
2024-02-09,North,Social Media,597,163,49,176.61
2024-02-09,North,Referral,4250,105,13,434.06
2024-02-09,South,Email,1110,82,50,595.98
2024-02-09,South,Ads,2824,39,27,1822.3
2024-02-09,South,Social Media,3291,98,23,667.83
2024-02-09,South,Referral,1281,174,42,316.65
2024-02-09,East,Email,4367,45,3,240.5
2024-02-09,East,Ads,4470,63,34,2306.94
2024-02-09,East,Social Media,2774,25,8,943.35
2024-02-09,East,Referral,2926,197,44,725.57
2024-02-09,West,Email,4902,30,25,3573.11
2024-02-09,West,Ads,507,171,29,94.84
2024-02-09,West,Social Media,984,104,9,95.3
2024-02-09,West,Referral,2785,123,19,371.34
2024-02-10,North,Email,4025,31,3,360.97
2024-02-10,North,Ads,3424,22,19,2565.4
2024-02-10,North,Social Media,3476,148,9,244.69
2024-02-10,North,Referral,1187,126,38,349.44
2024-02-10,South,Email,3513,129,20,627.96
2024-02-10,South,Ads,4458,35,2,246.36
2024-02-10,South,Social Media,2410,40,31,1968.36
2024-02-10,South,Referral,1783,175,39,473.61
2024-02-10,East,Email,2094,147,28,428.67
2024-02-10,East,Ads,2900,44,21,1600.15
2024-02-10,East,Social Media,3569,152,36,739.6
2024-02-10,East,Referral,764,135,39,224.31
2024-02-10,West,Email,3490,127,45,1144.64
2024-02-10,West,Ads,1654,95,29,510.04
2024-02-10,West,Social Media,4579,40,29,3752.64
2024-02-10,West,Referral,689,180,22,81.52
2024-02-11,North,Email,3093,60,48,2168.82
2024-02-11,North,Ads,1598,42,23,958.43
2024-02-11,North,Social Media,2174,113,16,277.53
2024-02-11,North,Referral,4884,144,17,485.79
2024-02-11,South,Email,1435,175,48,342.41
2024-02-11,South,Ads,4719,20,9,1760.57
2024-02-11,South,Social Media,1139,86,5,75.93
2024-02-11,South,Referral,1836,136,47,700.3
2024-02-11,East,Email,959,164,40,262.66
2024-02-11,East,Ads,2287,96,16,344.62
2024-02-11,East,Social Media,4308,153,28,807.45
2024-02-11,East,Referral,4174,117,47,1650.15
2024-02-11,West,Email,3159,91,36,1206.1
2024-02-11,West,Ads,4417,103,50,1751.38
2024-02-11,West,Social Media,4865,173,39,1000.24
2024-02-11,West,Referral,2467,102,47,1323.53
2024-02-12,North,Email,1949,38,10,582.54
2024-02-12,North,Ads,2720,90,15,494.44
2024-02-12,North,Social Media,3310,143,20,531.96
2024-02-12,North,Referral,4993,139,39,1188.11
2024-02-12,South,Email,3223,187,18,278.21
2024-02-12,South,Ads,2867,180,26,467.88
2024-02-12,South,Social Media,2262,97,31,751.48
2024-02-12,South,Referral,567,27,3,67.23
2024-02-12,East,Email,4508,139,17,493.89
2024-02-12,East,Ads,2979,177,13,226.04
2024-02-12,East,Social Media,2085,168,6,67.09
2024-02-12,East,Referral,4440,191,34,865.47
2024-02-12,West,Email,4016,156,5,147.69
2024-02-12,West,Ads,1227,84,9,132.38
2024-02-12,West,Social Media,1947,95,13,262.64
2024-02-12,West,Referral,1026,124,20,191.47
2024-02-13,North,Email,905,40,39,914.74
2024-02-13,North,Ads,4240,198,5,114.63
2024-02-13,North,Social Media,2895,47,5,293.75
2024-02-13,North,Referral,1078,105,45,545.26
2024-02-13,South,Email,1685,110,42,644.98
2024-02-13,South,Ads,1610,185,7,70.46
2024-02-13,South,Social Media,4293,164,13,354.46
2024-02-13,South,Referral,4878,155,20,573.23
2024-02-13,East,Email,2640,128,50,1081.79
2024-02-13,East,Ads,641,54,49,530.62
2024-02-13,East,Social Media,2596,65,50,1772.52
2024-02-13,East,Referral,4999,143,34,1111.96
2024-02-13,West,Email,840,196,43,169.06
2024-02-13,West,Ads,2929,28,25,2183.25
2024-02-13,West,Social Media,1355,40,14,507.53
2024-02-13,West,Referral,2017,166,12,124.31
2024-02-14,North,Email,4129,64,2,123.35
2024-02-14,North,Ads,518,95,9,57.07
2024-02-14,North,Social Media,1632,31,30,1458.93
2024-02-14,North,Referral,3872,109,40,1678.97
2024-02-14,South,Email,673,106,31,177.74
2024-02-14,South,Ads,1226,196,48,344.87
2024-02-14,South,Social Media,4533,87,31,1809.26
2024-02-14,South,Referral,919,101,38,293.35
2024-02-14,East,Email,2959,187,21,385.5
2024-02-14,East,Ads,831,141,16,103.72
2024-02-14,East,Social Media,4368,124,11,366.08
2024-02-14,East,Referral,2366,29,15,1290.41
2024-02-14,West,Email,3689,140,40,1211.55
2024-02-14,West,Ads,3655,174,3,63.77
2024-02-14,West,Social Media,886,163,31,144.38
2024-02-14,West,Referral,4508,31,4,569.78
2024-02-15,North,Email,2498,120,22,514.39
2024-02-15,North,Ads,1650,172,24,259.4
2024-02-15,North,Social Media,2319,40,19,1059.18
2024-02-15,North,Referral,4000,138,10,267.4
2024-02-15,South,Email,4205,49,45,4322.64
2024-02-15,South,Ads,1974,175,45,592.19
2024-02-15,South,Social Media,3634,42,41,4100.39
2024-02-15,South,Referral,2541,76,37,1184.11
2024-02-15,East,Email,2443,186,35,398.45
2024-02-15,East,Ads,3480,26,5,547.37
2024-02-15,East,Social Media,3764,66,21,1120.88
2024-02-15,East,Referral,3773,165,29,532.29
2024-02-15,West,Email,3554,145,12,271.91
2024-02-15,West,Ads,2329,83,6,170.45
2024-02-15,West,Social Media,4259,135,13,419.92
2024-02-15,West,Referral,1554,151,50,440.59
2024-02-16,North,Email,1899,107,4,84.17
2024-02-16,North,Ads,1678,193,44,365.41
2024-02-16,North,Social Media,1757,70,7,193.71
2024-02-16,North,Referral,1410,49,43,1435.36
2024-02-16,South,Email,2672,56,43,1948.97
2024-02-16,South,Ads,3658,153,5,143.21
2024-02-16,South,Social Media,2916,48,14,886.86
2024-02-16,South,Referral,2436,128,33,587.93
2024-02-16,East,Email,4663,88,38,1995.75
2024-02-16,East,Ads,2432,181,46,682.83
2024-02-16,East,Social Media,2890,198,4,53.77
2024-02-16,East,Referral,1939,128,50,759.68
2024-02-16,West,Email,882,40,12,270.71
2024-02-16,West,Ads,2022,148,29,409.35
2024-02-16,West,Social Media,1634,117,12,147.97
2024-02-16,West,Referral,3670,101,41,1386.01
2024-02-17,North,Email,4235,38,22,2106.61
2024-02-17,North,Ads,1156,120,37,414.45
2024-02-17,North,Social Media,2546,83,28,999.56
2024-02-17,North,Referral,766,73,46,474.67
2024-02-17,South,Email,2793,168,12,203.44
2024-02-17,South,Ads,1476,39,13,584.42
2024-02-17,South,Social Media,1382,166,27,268.03
2024-02-17,South,Referral,2110,180,25,286.17
2024-02-17,East,Email,2446,198,15,182.04
2024-02-17,East,Ads,2470,194,48,629.11
2024-02-17,East,Social Media,864,182,49,278.78
2024-02-17,East,Referral,2363,135,46,785.57
2024-02-17,West,Email,4435,91,20,901.39
2024-02-17,West,Ads,2990,88,14,565.4
2024-02-17,West,Social Media,2224,50,17,835.59
2024-02-17,West,Referral,4617,112,23,1032.6
2024-02-18,North,Email,4137,157,43,1193.14
2024-02-18,North,Ads,776,188,25,112.81
2024-02-18,North,Social Media,1809,76,31,592.92
2024-02-18,North,Referral,4614,133,9,374.0
2024-02-18,South,Email,4059,90,31,1126.49
2024-02-18,South,Ads,1588,55,26,790.6
2024-02-18,South,Social Media,3458,56,14,952.14
2024-02-18,South,Referral,2735,147,10,205.86
2024-02-18,East,Email,4247,54,3,198.61
2024-02-18,East,Ads,4106,28,3,365.61
2024-02-18,East,Social Media,913,121,12,85.07
2024-02-18,East,Referral,1409,192,33,200.74
2024-02-18,West,Email,4144,102,39,1457.44
2024-02-18,West,Ads,2922,181,43,622.6
2024-02-18,West,Social Media,1997,32,25,1432.4
2024-02-18,West,Referral,3055,53,40,2214.64
2024-02-19,North,Email,1738,139,28,283.17
2024-02-19,North,Ads,2088,58,2,73.41
2024-02-19,North,Social Media,936,32,22,570.05
2024-02-19,North,Referral,4358,76,26,1266.02
2024-02-19,South,Email,2884,42,33,2220.09
2024-02-19,South,Ads,2089,71,21,663.01
2024-02-19,South,Social Media,1511,72,25,480.58
2024-02-19,South,Referral,2807,78,24,939.92
2024-02-19,East,Email,1535,138,32,325.23
2024-02-19,East,Ads,4949,146,12,369.6
2024-02-19,East,Social Media,1764,112,27,461.83
2024-02-19,East,Referral,4297,57,18,1119.58
2024-02-19,West,Email,1317,27,10,456.63
2024-02-19,West,Ads,1388,83,30,588.15
2024-02-19,West,Social Media,3124,126,20,508.76
2024-02-19,West,Referral,1318,160,20,191.77
2024-02-20,North,Email,3171,75,13,588.15
2024-02-20,North,Ads,2948,176,34,667.49
2024-02-20,North,Social Media,4300,139,11,291.17
2024-02-20,North,Referral,4296,168,44,1200.03
2024-02-20,South,Email,1428,43,12,470.37
2024-02-20,South,Ads,2129,40,21,1243.73
2024-02-20,South,Social Media,1816,61,18,505.87
2024-02-20,South,Referral,3087,60,36,1820.86
2024-02-20,East,Email,726,124,8,51.85
2024-02-20,East,Ads,2757,160,37,726.9
2024-02-20,East,Social Media,4924,185,12,348.84
2024-02-20,East,Referral,2505,119,46,1066.71
2024-02-20,West,Email,2272,181,10,107.28
2024-02-20,West,Ads,1439,168,29,269.58
2024-02-20,West,Social Media,1961,84,37,720.51
2024-02-20,West,Referral,734,32,26,673.5
2024-02-21,North,Email,2601,157,45,626.19
2024-02-21,North,Ads,4157,65,14,852.05
2024-02-21,North,Social Media,2315,21,18,1686.14
2024-02-21,North,Referral,1174,172,4,26.26
2024-02-21,South,Email,2564,31,23,1724.78
2024-02-21,South,Ads,4766,172,37,837.28
2024-02-21,South,Social Media,2777,84,21,681.73
2024-02-21,South,Referral,3331,194,18,311.69
2024-02-21,East,Email,3245,46,43,3361.17
2024-02-21,East,Ads,3292,181,38,626.33
2024-02-21,East,Social Media,4563,172,34,988.23
2024-02-21,East,Referral,3066,76,13,419.84
2024-02-21,West,Email,1472,154,37,402.76
2024-02-21,West,Ads,2707,94,9,288.54
2024-02-21,West,Social Media,4075,64,23,1260.79
2024-02-21,West,Referral,694,176,42,194.59
2024-02-22,North,Email,3776,98,24,988.22
2024-02-22,North,Ads,1015,109,41,449.4
2024-02-22,North,Social Media,4216,75,33,1967.05
2024-02-22,North,Referral,3902,162,33,659.92
2024-02-22,South,Email,732,36,27,482.2
2024-02-22,South,Ads,2909,45,26,1869.89
2024-02-22,South,Social Media,960,200,9,45.55
2024-02-22,South,Referral,3983,84,50,2795.11
2024-02-22,East,Email,3673,76,48,1912.09
2024-02-22,East,Ads,3813,45,6,507.85
2024-02-22,East,Social Media,2795,73,34,1540.23
2024-02-22,East,Referral,2446,34,33,2374.63
2024-02-22,West,Email,3000,153,39,895.83
2024-02-22,West,Ads,2849,160,32,465.85
2024-02-22,West,Social Media,1616,27,13,901.84
2024-02-22,West,Referral,1119,180,18,133.44
2024-02-23,North,Email,2880,69,12,479.2
2024-02-23,North,Ads,4063,89,42,1684.93
2024-02-23,North,Social Media,2390,67,27,971.82
2024-02-23,North,Referral,856,108,19,156.23
2024-02-23,South,Email,1369,137,19,226.4
2024-02-23,South,Ads,1783,127,30,489.9
2024-02-23,South,Social Media,3925,36,17,2207.34
2024-02-23,South,Referral,1019,160,43,271.33
2024-02-23,East,Email,3923,113,2,68.27
2024-02-23,East,Ads,4782,103,25,1283.05
2024-02-23,East,Social Media,585,63,10,105.32
2024-02-23,East,Referral,4119,120,29,1165.12
2024-02-23,West,Email,4509,190,22,464.05
2024-02-23,West,Ads,2869,74,9,391.96
2024-02-23,West,Social Media,3337,120,28,631.99
2024-02-23,West,Referral,4447,160,46,1083.41
2024-02-24,North,Email,1961,174,35,472.28
2024-02-24,North,Ads,4243,108,30,1169.91
2024-02-24,North,Social Media,4406,167,31,954.77
2024-02-24,North,Referral,4196,122,28,876.56
2024-02-24,South,Email,4869,192,30,780.28
2024-02-24,South,Ads,3662,101,5,206.47
2024-02-24,South,Social Media,653,128,21,90.07
2024-02-24,South,Referral,4910,60,42,3064.01
2024-02-24,East,Email,1716,164,23,275.97
2024-02-24,East,Ads,2272,188,30,352.6
2024-02-24,East,Social Media,3371,198,22,377.06
2024-02-24,East,Referral,2829,134,20,362.08
2024-02-24,West,Email,2538,90,27,880.96
2024-02-24,West,Ads,5000,151,24,787.18
2024-02-24,West,Social Media,1922,135,46,678.78
2024-02-24,West,Referral,1891,166,49,637.46
2024-02-25,North,Email,3471,87,16,735.24
2024-02-25,North,Ads,1890,43,28,1396.02
2024-02-25,North,Social Media,4107,43,5,411.0
2024-02-25,North,Referral,2980,200,24,419.25
2024-02-25,South,Email,753,200,42,126.5
2024-02-25,South,Ads,4332,73,7,341.4
2024-02-25,South,Social Media,2173,187,8,81.94
2024-02-25,South,Referral,3656,80,21,856.21
2024-02-25,East,Email,841,66,5,75.61
2024-02-25,East,Ads,3609,183,48,914.8
2024-02-25,East,Social Media,3914,77,31,1465.65
2024-02-25,East,Referral,1635,174,15,119.83
2024-02-25,West,Email,3950,66,37,2643.86
2024-02-25,West,Ads,3051,41,22,1664.93
2024-02-25,West,Social Media,2491,35,32,2508.72
2024-02-25,West,Referral,4849,28,18,3681.08
2024-02-26,North,Email,4605,36,5,754.51
2024-02-26,North,Ads,652,142,22,103.44
2024-02-26,North,Social Media,3300,84,26,887.45
2024-02-26,North,Referral,1604,146,25,237.2
2024-02-26,South,Email,4354,115,40,1491.24
2024-02-26,South,Ads,3572,170,40,958.3
2024-02-26,South,Social Media,4164,181,42,848.44
2024-02-26,South,Referral,4857,103,4,159.87
2024-02-26,East,Email,1060,95,49,560.31
2024-02-26,East,Ads,2730,84,18,557.04
2024-02-26,East,Social Media,4354,119,33,1152.95
2024-02-26,East,Referral,868,102,44,425.2
2024-02-26,West,Email,3035,97,34,1263.92
2024-02-26,West,Ads,3886,176,20,478.01
2024-02-26,West,Social Media,1492,196,41,256.13
2024-02-26,West,Referral,2740,46,17,1159.49
2024-02-27,North,Email,2355,166,13,164.27
2024-02-27,North,Ads,1981,108,21,412.49
2024-02-27,North,Social Media,2975,170,3,60.3
2024-02-27,North,Referral,1382,76,38,572.39
2024-02-27,South,Email,3777,138,4,124.84
2024-02-27,South,Ads,3562,102,19,596.5
2024-02-27,South,Social Media,612,31,22,400.75
2024-02-27,South,Referral,639,164,7,25.46
2024-02-27,East,Email,3116,175,15,278.36
2024-02-27,East,Ads,1387,78,34,552.78
2024-02-27,East,Social Media,4451,38,23,2513.48
2024-02-27,East,Referral,1973,66,40,1408.34
2024-02-27,West,Email,4265,154,16,375.09
2024-02-27,West,Ads,3974,147,30,681.7
2024-02-27,West,Social Media,3261,124,9,195.74
2024-02-27,West,Referral,701,36,3,69.41
2024-02-28,North,Email,1841,188,6,51.47
2024-02-28,North,Ads,4302,196,13,236.72
2024-02-28,North,Social Media,2934,29,3,301.46
2024-02-28,North,Referral,707,21,11,398.45
2024-02-28,South,Email,653,190,40,119.44
2024-02-28,South,Ads,2018,39,28,1408.47
2024-02-28,South,Social Media,2695,127,20,445.4
2024-02-28,South,Referral,2914,85,31,1122.96
2024-02-28,East,Email,2242,46,11,525.56
2024-02-28,East,Ads,4695,78,3,207.02
2024-02-28,East,Social Media,1588,102,27,411.79
2024-02-28,East,Referral,3494,67,22,1010.82
2024-02-28,West,Email,2313,119,35,645.89
2024-02-28,West,Ads,783,132,46,281.91
2024-02-28,West,Social Media,1316,156,37,367.02
2024-02-28,West,Referral,3991,92,46,2089.09
2024-02-29,North,Email,675,185,18,65.62
2024-02-29,North,Ads,2318,73,36,1321.48
2024-02-29,North,Social Media,1864,146,26,323.18
2024-02-29,North,Referral,3842,151,30,767.2
2024-02-29,South,Email,3462,111,18,571.93
2024-02-29,South,Ads,1564,189,21,153.2
2024-02-29,South,Social Media,2586,132,24,385.55
2024-02-29,South,Referral,3284,129,6,126.91
2024-02-29,East,Email,2750,80,4,121.84
2024-02-29,East,Ads,1684,94,17,253.53
2024-02-29,East,Social Media,1827,157,19,248.08
2024-02-29,East,Referral,4870,183,14,415.3
2024-02-29,West,Email,2934,121,2,43.71
2024-02-29,West,Ads,1102,27,20,904.7
2024-02-29,West,Social Media,3056,153,44,892.32
2024-02-29,West,Referral,4527,47,34,3792.73
2024-03-01,North,Email,2373,75,22,671.39
2024-03-01,North,Ads,4141,126,39,1244.62
2024-03-01,North,Social Media,2967,133,44,1152.86
2024-03-01,North,Referral,562,169,12,41.48
2024-03-01,South,Email,4851,154,44,1381.06
2024-03-01,South,Ads,3778,148,4,98.42
2024-03-01,South,Social Media,620,148,39,141.13
2024-03-01,South,Referral,1424,152,50,409.52
2024-03-01,East,Email,2568,128,48,1034.31
2024-03-01,East,Ads,1302,88,2,27.34
2024-03-01,East,Social Media,4015,46,43,3806.53
2024-03-01,East,Referral,776,80,25,270.56
2024-03-01,West,Email,3091,74,33,1536.31
2024-03-01,West,Ads,1700,125,40,485.64
2024-03-01,West,Social Media,1736,80,10,180.34
2024-03-01,West,Referral,2656,54,40,1726.49
2024-03-02,North,Email,3177,24,11,1680.01
2024-03-02,North,Ads,3442,48,38,2628.01
2024-03-02,North,Social Media,4129,135,48,1461.85
2024-03-02,North,Referral,3818,123,22,742.64
2024-03-02,South,Email,1145,127,19,157.38
2024-03-02,South,Ads,4884,177,18,479.63
2024-03-02,South,Social Media,998,141,11,82.05
2024-03-02,South,Referral,614,183,35,118.33
2024-03-02,East,Email,4111,30,15,1781.65
2024-03-02,East,Ads,4130,146,20,528.57
2024-03-02,East,Social Media,3953,175,25,590.98
2024-03-02,East,Referral,636,194,34,108.3
2024-03-02,West,Email,518,93,41,246.83
2024-03-02,West,Ads,948,176,35,181.88
2024-03-02,West,Social Media,2420,181,30,406.32
2024-03-02,West,Referral,704,67,50,524.47
2024-03-03,North,Email,3888,176,40,757.4
2024-03-03,North,Ads,4666,32,6,967.54
2024-03-03,North,Social Media,1316,122,2,17.42
2024-03-03,North,Referral,750,150,16,92.34
2024-03-03,South,Email,2963,45,17,899.95
2024-03-03,South,Ads,1596,139,2,22.64
2024-03-03,South,Social Media,2121,99,42,894.45
2024-03-03,South,Referral,3494,137,42,1084.68
2024-03-03,East,Email,3984,102,20,892.1
2024-03-03,East,Ads,4734,200,47,1062.57
2024-03-03,East,Social Media,1755,165,49,460.3
2024-03-03,East,Referral,4219,41,7,688.45
2024-03-03,West,Email,2839,98,29,855.43
2024-03-03,West,Ads,3620,192,19,340.38
2024-03-03,West,Social Media,3104,98,21,797.42
2024-03-03,West,Referral,1134,86,20,218.36
2024-03-04,North,Email,705,83,41,288.17
2024-03-04,North,Ads,3121,151,12,263.58
2024-03-04,North,Social Media,3166,115,28,733.61
2024-03-04,North,Referral,1397,81,50,818.62
2024-03-04,South,Email,1170,143,35,317.61
2024-03-04,South,Ads,2455,155,10,163.69
2024-03-04,South,Social Media,2392,131,46,789.61
2024-03-04,South,Referral,2003,77,18,377.33
2024-03-04,East,Email,543,48,8,96.38
2024-03-04,East,Ads,3442,153,30,582.76
2024-03-04,East,Social Media,3971,150,22,618.32
2024-03-04,East,Referral,1303,81,43,638.29
2024-03-04,West,Email,4016,32,12,1368.02
2024-03-04,West,Ads,4091,123,41,1418.09
2024-03-04,West,Social Media,2933,113,31,935.89
2024-03-04,West,Referral,2847,158,16,294.98
2024-03-05,North,Email,4301,21,19,3708.95
2024-03-05,North,Ads,1357,42,19,726.47
2024-03-05,North,Social Media,883,81,39,430.8
2024-03-05,North,Referral,4790,185,4,109.22
2024-03-05,South,Email,4751,168,47,1179.6
2024-03-05,South,Ads,3415,154,23,420.91
2024-03-05,South,Social Media,1474,151,33,355.74
2024-03-05,South,Referral,1863,120,21,308.86
2024-03-05,East,Email,4987,20,6,1352.22
2024-03-05,East,Ads,1593,144,22,281.19
2024-03-05,East,Social Media,2040,79,47,1294.67
2024-03-05,East,Referral,3449,75,47,2496.92
2024-03-05,West,Email,4699,96,39,1599.2
2024-03-05,West,Ads,2878,144,39,653.16
2024-03-05,West,Social Media,3847,159,44,1249.21
2024-03-05,West,Referral,1614,80,11,178.05
2024-03-06,North,Email,4946,162,17,500.59
2024-03-06,North,Ads,3350,168,12,192.74
2024-03-06,North,Social Media,3350,105,39,1003.96
2024-03-06,North,Referral,1419,133,50,589.43
2024-03-06,South,Email,4339,118,4,154.42
2024-03-06,South,Ads,3696,157,20,486.07
2024-03-06,South,Social Media,2096,48,20,853.17
2024-03-06,South,Referral,1072,190,26,130.79
2024-03-06,East,Email,2758,106,25,619.02
